0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19
118.0;125.0;9;0.0;0.0;0.33333334;0.29814234;0.88888884;0.34426528;1.1481482;0.0;3.1111112000000003;0.33333334;-3.4444444;5.888889;-2.4444444;3.1111112000000003;1.0;-2.1756467999999995;3
77.0;36.0;9;0.0;0.0;0.555556;0.17213687;1.0555559;0.6469302;111.92593;98.22222;130.33334;107.22222;-41.11111;55.22221999999999;-14.111111;130.33334;0.24633974;-2.387384;2
24.0;205.0;9;0.0;0.0;2.2222226000000003;1.5869851;2.3888893;2.4892375;56.074074;49.77778;69.77778;48.666668;-18.88889;41.11111;-22.222221;69.77778;0.30391166;-2.0382628;6
40.0;85.0;9;0.11111111;0.0;1.111111;0.5185188000000001;2.5000007;0.6555552;21.11111;20.777779;27.11111;15.444445000000002;-1.0;18.0;-17.0;27.11111;0.42873532;-1.6039575;1
79.0;47.0;9;0.11111111;0.0;0.6666692;0.35555688;1.0000013;1.155558;126.37037;116.0;141.66666999999995;121.44444;-31.11111;45.88889;-14.777778;141.66666999999995;0.18101238;-2.3157923;2
99.0;184.0;9;0.0;0.0;1.8333327;3.2777793;7.944443;63.35185;31.518518;27.777779;38.77778;28.0;-11.222222;21.777779;-10.555555;38.77778;0.28044972;-2.1831248;6
5.0;118.0;9;0.0;0.0;0.22222222;0.07407408;0.33333334;0.08888889999999999;0.9259259;0.0;2.5555556;0.22222222;-2.7777777;4.888889;-2.1111112000000003;2.5555556;1.0;-2.1712801;3
100.0;111.0;9;0.0;0.0;3.7222223;20.951847;4.111111;19.496296;4.888889;2.2222223;9.111111;3.3333333;-8.0;12.666667;-4.6666665;9.111111;0.8646644;-2.2164733;3
2.0;114.0;9;0.0;0.0;0.8333333;0.12222227;0.27777782;0.06296296;1.7407408;0.7777778000000001;3.8888888;0.5555555999999999;-2.8888888;6.4444447;-3.5555556000000004;3.8888888;0.88148147;-2.0270298;3
226.0;83.0;9;0.0;0.0;0.8888893;0.5185185999999999;1.0555521;0.50740635;90.62963;74.55556;116.88888500000002;80.44444;-48.22222;78.77778;-30.555555;116.88888500000002;0.36206177;-2.2390528;2
188.0;190.0;9;0.0;0.0;1.9444447;0.9756285;2.055556;1.103865;48.88889;44.22222;60.0;42.444443;-14.0;33.333332;-19.333334;60.0;0.29230747;-1.9863075;6
120.0;17.0;9;0.0;0.0;1.3888868;0.5518509;1.8888893;1.1407348999999998;129.55556;118.77778;143.55556;126.33333600000002;-32.333332;42.0;-9.666667;143.55556;0.17262767;-2.412968;2
1.0;81.0;9;0.0;0.0;12.166667;267.45554;9.222222;205.36296;21.333334;14.0;30.555555;19.444445;-22.0;27.666666;-5.6666665;30.555555;0.5952821999999999;-2.438409;3
172.0;60.0;9;0.0;0.0;0.8333333;0.38888627;1.0555559;0.32962748;123.66666399999998;114.0;138.33334;118.66666399999998;-29.0;44.0;-15.0;138.33334;0.17584375;-2.2933865;2
205.0;177.0;9;0.0;0.0;2.8333347;9.633328;8.499999;17.366692;32.444443;28.444445;40.333336;28.555555;-12.0;23.666666;-11.666667;40.333336;0.296365;-2.121237;6
169.0;137.0;9;0.0;0.0;1.5000004999999998;0.47777736;8.444445;50.07408;25.333334;18.666668;36.555557;20.777779;-20.0;33.666668;-13.666667000000002;36.555557;0.50256854;-2.2130325;5
177.0;130.0;9;0.0;0.0;0.055555552;0.13608275;0.22222225;0.27216554;1.1851851999999998;0.6666667;2.8888888;0.0;-1.5555556;5.111111;-3.5555556000000004;2.8888888;1.0;-1.8611541;5
75.0;49.0;9;0.0;0.0;0.8333359;0.3888883;1.1666678999999998;0.70000154;127.40741;117.0;143.11111;122.11111499999998;-31.222221;47.11111;-15.888889;143.11111;0.18239816;-2.2978394;2
81.0;126.0;9;0.0;0.11111111;1.9444443;1.12963;1.0555555;0.28518513;2.9629629;0.5555555999999999;6.5555553;1.7777778000000002;-7.2222222999999985;10.777778;-3.5555556000000004;6.5555553;0.93570626;-2.2890973;3
24.0;93.0;9;0.0;0.0;1.6111094;0.7722033;2.0555553;1.7309806;62.851852;54.77778000000001;79.22222;54.55555699999999;-24.222221;49.11111;-24.88889;79.22222;0.31553790000000004;-2.0837152;4
196.0;129.0;9;0.0;0.0;0.83333325;0.43333334;0.6666667;0.17777774;6.3333335;7.888889;7.333333500000001;3.7777777;4.6666665;3.0;-7.666666499999999;8.222222;0.54012346;-0.9327826;1
57.0;199.0;9;0.0;0.0;3.833334;2.647851;6.3888893;3.4667745;54.962963;47.88889;69.22222;47.77778;-21.222221;42.77778;-21.555555;69.22222;0.31700587;-2.0847538;6
219.0;80.0;9;0.0;0.0;1.2777767;0.3296295;0.6666667;0.9333318000000002;39.703705;36.333336;48.22222;34.555557;-10.111111;25.555555;-15.444445000000002;48.22222;0.28296396;-1.9626464;4
98.0;107.0;9;0.0;0.0;4.6666665;3.7333333;3.9444447;17.12963;8.703704;4.888889;14.555554999999998;6.666666499999999;-11.444445;17.555555;-6.111111;14.555554999999998;0.69722587;-2.2801461;3
178.0;134.0;9;0.0;0.0;0.11111108;0.17213255;0.22222222;0.2721655;1.8518518;1.0;3.8888888;0.6666667;-2.5555556;6.111111;-3.5555556000000004;3.8888888;0.8333333;-1.997796;5
148.0;169.0;9;0.11111111;0.0;1.0555553;0.7740734;1.833333;2.6111097;19.592592;15.111111;18.666668;25.0;-13.444445000000002;-2.7777777;16.222220999999998;25.0;0.3961213;2.467752;7
207.0;215.0;9;0.0;0.0;3.222222;2.0403335;2.4999998;1.6158936000000002;23.814816;18.11111;22.666666;30.666666;-17.11111;-3.4444444;20.555555;30.666666;0.40983668;2.4717567000000003;7
217.0;23.0;9;0.0;0.0;1.0555546999999998;0.61161584;1.1666654;0.54772294;124.44444;111.88888500000002;141.66666999999995;119.77778;-37.666668;51.666668;-14.0;141.66666999999995;0.2101616;-2.3705504;2
148.0;109.0;9;0.0;0.0;0.99999934;1.2110597;1.222222;0.6554618000000001;49.407406;42.555557;62.88889;42.77778;-20.555555;40.444443;-19.88889;62.88889;0.32513812;-2.105478;4
192.0;162.0;9;0.0;0.0;2.3888886;2.1962967;14.944444;219.57411;40.444443;34.444447;49.444443;37.444443;-18.0;27.0;-9.0;50.333332;0.30781415;-2.5736349;6
201.0;34.0;9;0.0;0.0;4.277778;3.05808;0.44444466;0.4036869;13.740741;9.777778;20.88889;10.555555;-11.888889;21.444445;-9.555555;20.88889;0.5448579000000001;-2.1628716;5
88.0;89.0;9;0.0;0.0;0.7777774000000001;0.38518468;3.6666667;4.0444417;22.333334;21.666666;28.444445;16.88889;-2.0;18.333334;-16.333334;28.444445;0.40368655;-1.6255868999999998;1
164.0;202.0;9;0.11111111;0.0;1.4999999;1.8226964;1.6111112;0.82775855;15.111111;12.0;14.777778;18.555555;-9.333333;-1.0;10.333333;18.555555;0.35402012;2.522748200000001;7
45.0;126.0;9;0.0;0.0;7.0;3.870114;2.5555556;1.7971168999999998;10.185185;4.888889;17.222223;8.444445;-15.888889;21.11111;-5.2222222999999985;17.222223;0.7364309;-2.4498394;3
95.0;57.0;9;0.0;0.0;1.8333327;3.4111106;2.1111107;1.7185175;26.296297;24.666666;34.444447;19.777779;-4.888889;24.444445;-19.555555;34.444447;0.42569095;-1.7390173999999998;1
133.0;182.0;9;0.0;0.0;2.5000012000000003;5.4555516;8.666666000000001;71.24446999999998;29.777779;27.222221;35.444447;26.666666;-7.666666499999999;17.0;-9.333333;35.88889;0.25607783;-2.2177355;6
45.0;89.0;9;0.0;0.0;0.7777776999999999;0.3407409;0.77777773;0.47407398;2.2962964;0.11111111;6.4444447;0.33333334;-6.5555553;12.444445;-5.888889;6.4444447;0.9861111;-2.1239047;3
161.0;144.0;9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5
49.0;42.0;9;0.0;0.0;2.6111107;0.92895794;1.333334;0.8944278;58.88889;50.666668;74.55556;51.444443;-24.666666;47.0;-22.333334;74.55556;0.3229307;-2.1257355;4
248.0;149.0;9;0.0;0.0;1.166667;0.78888947;1.0555553;0.6407406;19.0;14.444445000000002;19.777779;22.777779;-13.666667000000002;2.3333333;11.333333;22.777779;0.36371678;2.7416468;7
183.0;78.0;9;0.0;0.0;1.0555573;0.32963154;0.7777786;1.2740806;135.55556;128.66666999999998;147.0;131.0;-20.666666;34.333332;-13.666667000000002;147.0;0.124646865;-2.2255366000000003;2
189.0;79.0;9;0.0;0.0;2.7222226000000003;2.3296294;1.333334;0.75555575;41.407406;38.0;49.666668;36.555557;-10.222222;24.777779;-14.555554999999998;49.666668;0.26553459999999995;-1.9845829;4
172.0;138.0;9;0.0;0.0;2.4444444;10.074077;7.833333500000001;49.633343;12.185185;8.222222;19.222221;9.111111;-11.888889;21.11111;-9.222222;19.222221;0.6152501;-2.172099;5
226.0;131.0;9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5
238.0;61.0;9;0.0;0.0;0.66666657;0.4714045;0.7222221;0.49065334;8.777778;5.888889;14.333332999999998;6.111111;-8.666667;16.666666;-8.0;14.333332999999998;0.5888227;-2.1218371;5
