0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19
217.0;45.0;9;0.11111111;0.0;0.88888806;0.20740764;1.5555573;0.8296281999999999;121.51852;111.11111499999998;137.33334;116.11111499999998;-31.222221;47.444443;-16.222220999999998;137.33334;0.19091243;-2.292668;2
54.0;138.0;9;0.0;0.0;0.22222221;0.29629624;0.38888893;0.4185185;0.25925925;0.0;0.6666667;0.11111111;-0.7777778000000001;1.2222222;-0.44444445;0.6666667;0.33333334;-2.1814387;3
34.0;164.0;9;0.0;0.0;0.8888889999999999;0.40368673;1.2777778;0.49065349;11.333333;9.222222;10.333334;14.444445000000002;-6.3333335;-3.0;9.333333;14.444445000000002;0.367923;2.291118;7
67.0;71.0;9;0.0;0.0;1.6666666;0.8888911;1.4999987;0.29999846;125.96296;115.55556;140.88889;121.44444;-31.222221;44.77778;-13.555554999999998;140.88889;0.17967218;-2.339758;2
177.0;131.0;9;0.0;0.0;0.44444442;0.4296296;0.77777785;0.20740739;5.9629629999999985;7.5555553;6.666666499999999;3.6666667;4.7777777000000015;2.1111112000000003;-6.888889;7.5555553;0.5158729999999999;-0.8048458000000001;1
231.0;123.0;9;0.0;0.0;0.66666675;0.08888893;0.38888893;0.15185189;5.814815;7.111111;6.888889;3.4444444;3.8888888;3.2222223;-7.111111;7.333333500000001;0.53174603;-0.9884131;1
83.0;114.0;9;0.0;0.0;1.388889;1.129629;1.9444443;0.59629667;19.851852;20.0;24.666666;14.888889;0.44444445;14.444445000000002;-14.888889;24.666666;0.39496386;-1.5086578000000002;1
124.0;183.0;9;0.0;0.0;1.7777778000000002;0.4296295;2.2777774;4.196296;18.185184;14.222222;17.11111;23.222221;-11.888889;-3.2222223;15.111111;23.222221;0.38988227;2.4280221;7
136.0;77.0;9;0.22222222;0.0;1.888889;1.4962951999999998;3.0555556;5.6185160000000005;26.407408;24.555555;34.444447;20.222221;-5.5555553;24.11111;-18.555555;34.444447;0.4132174;-1.7688723999999998;1
53.0;198.0;9;0.0;0.0;1.7222233;1.8549244;5.111111;1.6009258999999998;51.666668;45.555557;64.22222;45.22222;-18.333334;37.666668;-19.333334;64.22222;0.29970714;-2.0726159;6
