0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;class
-1.1011;-3.1543;-0.46069;-1.0619;-1.097;-0.73024;1.2627;2.17;2.1263;-0.7775;-1.0225;-0.087845;0.38265;-2.2807;0.80635;-1.7023;-0.15814;-1.876;-1.9821;-0.28811;-0.4356;0.020912;-1.3716;-0.4775;-0.47027;-0.85659;-1.3201;-0.11823;-0.28621;4.9954;-0.29443;-2.2807;-0.092482;0.18591;-0.42105;-0.35232;-0.41111;-0.63605;-0.36328;-0.048934;-0.40627;-0.16374;-0.11229;-0.57834;-1.9818;-0.12767;-0.55678;-0.4899;-0.71419;-0.3011;0.81125;6
0.31053000000000003;0.51767;0.70782;0.28389000000000003;0.070425;-0.13313;-0.0107;-0.41777;-0.26494;-0.5053300000000001;-0.43443;-0.33325;-0.2933;0.40349;-0.16383;0.10246;-0.15028;0.58673;0.13155999999999998;0.51334;0.063697;0.020912;0.21355;-0.11684;-0.18751;0.18967;0.31218;-0.10783;-0.068522;-0.44033;-0.23127;0.40349;-0.092482;-0.22559;-0.42105;-0.35232;-0.11988;0.00061466;-0.10548;-0.26431;-0.11465999999999997;-0.16374;-0.11229;-0.57834;0.6411;0.30095;-0.55678;-0.4899;-0.78459;-0.4648600000000001;0.93219;3
0.46885;0.089089;0.25664000000000003;0.72996;0.54299;-0.61535;-0.2432;0.67183;-0.032547;0.1751;-0.39488;0.37921;-0.070266;0.70172;-0.053953;-0.46282;-0.15220999999999998;0.58673;0.28778000000000004;0.7804800000000001;0.56648;0.020912;-0.31131;-0.4775;-0.41195;-0.20154;0.017419999999999998;-0.13535;0.044329;-0.3415;-0.67335;0.70172;0.40925;-0.22559;-0.22077;-0.22369;-0.053159000000000005;0.70321;-0.016462;-0.26431;-0.059514;0.17804;0.44478;-0.051966;0.15581;-0.040046;-0.042369;0.13935;-0.20843000000000006;-0.39824;0.33161;2
-0.82489;-0.8946299999999999;-0.55605;-0.7683800000000001;-0.8807;-0.26393;0.8877799999999999;0.39943;0.40742;-0.36924;-0.68552;-0.26728;-0.14945999999999998;0.75143;-0.1635;0.7338;-0.15916;-0.82935;-0.59011;-0.28811;-0.10664;-0.8605799999999999;-0.09853;-0.4775;-0.48835;-0.48372;-0.42581;-0.11823;-0.19432;-0.44033;-0.67335;0.75143;-0.020807;-0.22559;-0.020493;-0.09507;-0.39629;-0.58708;-0.3575;-0.26431;-0.39461;-0.16374;-0.04266;-0.5254300000000001;-0.12108;-0.33286;-0.50305;-0.42286;-0.73074;0.15623;0.68816;3
-0.4495;0.44389;-0.47475;-0.32319000000000003;-0.406;-0.6209399999999999;0.60444;-0.28157;-0.235;2.3525;1.2838;1.3608;0.41463;0.70172;-0.11714;0.64905;-0.15737;0.58673;0.38593;0.99422;0.10213;0.020912;0.014107;-0.30438000000000004;0.16615;0.18967;0.24531;-0.088506;0.13753;-0.3415;-0.67335;0.70172;0.050869;-0.22559;-0.22077;-0.22369;-0.27026;-0.26969;-0.22918;-0.26431;-0.26842;-0.16374;0.026975;-0.5532199999999999;-0.036531;-0.30994;-0.53127;-0.45807;-0.52892;-0.29636;0.62322;6
0.33231;0.68988;0.50479;0.47588;0.31262;0.004862399999999999;-0.28042;-0.28157;-0.29083000000000003;-0.5053300000000001;-0.5283899999999999;-0.35172;-0.36414;0.45319;-0.19969;1.906;-0.15911;0.58673;0.46675;0.99422;1.0214;0.020912;-0.10574;-0.4775;-0.36209;0.18967;0.24284;-0.073049;0.10062;-0.14384;-0.48389;0.45319;-0.092482;-0.22559;2.5831;2.4774;-0.29568;-0.36858;-0.26732;0.16644;-0.31614000000000003;-0.16374;-0.11229;-0.49967;0.72225;-0.33473;-0.47689;-0.39022;-0.62446;0.062836;0.6096699999999999;1
-0.96034;0.83152;-0.81098;-0.9789;-1.1576;-0.6893699999999999;1.3008;-0.69017;-0.30408;-0.09707;1.5479;0.009787100000000002;0.74785;0.45319;0.26613000000000003;-1.2919999999999998;-0.10445;0.58673;0.020116;-0.28811;-0.44655;0.020912;0.37533;-0.4775;-0.20906;0.18967;1.1315;-0.11823;-0.19432;-0.44033;-0.29443;0.45319;-0.092482;-0.22559;-0.42105;-0.35232;0.6701600000000001;1.2457;0.76618;-0.26431;0.6764100000000001;-0.16374;-0.11229;-0.5654600000000001;0.99018;-0.5281600000000001;-0.5437;-0.47358;-0.77148;-0.4648600000000001;0.91899;6
-0.32655;0.25613;-0.51883;-0.44685;-0.33954;0.14717;0.24497;-0.55397;-0.28429;-0.64141;-0.53455;-0.37283;-0.3237;0.0058339;-0.16614;0.11643;-0.1435;0.58673;-0.19806;-0.28811;-0.4319;2.2246;1.1598;1.446;0.80703;0.30145;0.31391;-0.046926;-0.088361;-0.44033;0.27397;0.0058339;-0.092482;-0.22559;-0.42105;-0.35232;-0.10187;-0.12841;-0.10201;-0.15662;-0.096629;-0.16374;-0.11229;-0.067493;0.56058;-0.3934;-0.34541;-0.22617;-0.18764;0.74083;-0.03743;1
1.4066;0.68303;2.0177;0.4906100000000001;0.27144;2.5673;-1.2454;-0.14537;-0.5039899999999999;-0.7775;-0.7995800000000001;-0.31741;-0.39605;0.25437;-0.035945;0.9043;-0.154;0.58673;3.7185;-0.28811;2.901;0.020912;-0.022059;-0.4775;-0.4805;0.35734;3.1202;-0.09149;0.89764;-0.44033;-0.041807;0.25437;-0.092482;3.0664;0.58034;1.3198;-0.23849;0.051472;-0.1864;0.058755;-0.23873000000000005;-0.16374;-0.11229;-0.57834;-2.4037;-0.14004;-0.55678;-0.4899;-0.515;-0.4648600000000001;0.6607;6
0.6449199999999999;0.17394;0.50479;0.91346;0.7170000000000001;-0.64566;-0.38637;0.67183;-0.12213;0.1751;-0.54091;-0.027155;-0.17368;0.75143;-0.14221;-0.19274;-0.15483;-0.35732;-0.057479;-0.28811;-0.0048931;-0.95852;-0.31536;-0.4775;-0.31878;-0.5052399999999999;-0.20804;-0.11823;-0.11029;-0.44033;-0.67335;0.75143;0.33757;-0.22559;-0.020493;-0.09507;-0.14847;0.05053;-0.10779;-0.26431;-0.15495;0.17804;0.37515;0.16262;0.30851;0.25862;0.15682;0.38427;0.0085444;-0.33632;0.094176;1
-0.47565;0.43977;-0.5089199999999999;-0.35476;-0.43549;-0.61817;0.62963;-0.28157;-0.22995;2.3525;1.2306;1.3608;0.40129;0.6520199999999999;-0.11462;0.5899399999999999;-0.15723;0.58673;0.38576;0.99422;0.091696;0.020912;0.014107;-0.30438000000000004;0.17396;0.18967;0.24529;-0.088506;0.13032;-0.24267;-0.67335;0.6520199999999999;0.050869;-0.22559;-0.22077;-0.22369;-0.26708000000000004;-0.26309;-0.22339;-0.26431;-0.26524000000000003;-0.16374;0.026975;-0.57834;-0.0031423;-0.3176;-0.55678;-0.4899;-0.56197;-0.30183000000000004;0.65818;1
