GLCM_pan;Mean_Green;Mean_Red;Mean_NIR;SD_pan;class
121.8886598;249.8688525;128.95081969999998;682.4098361;51.08461872;n
137.51675490000002;224.943662;105.8028169;562.0;31.09313077;n
133.20719309999998;234.3875;105.0125;794.55;36.52009507;n
112.5355191;208.4782609;86.82608696;470.2608696;18.03671953;n
131.1271605;232.7843137;144.5882353;563.8431373;11.94856335;w
124.94366200000002;210.2361111;91.80555556;515.0694444000002;24.19930347;n
120.10625;202.1;94.8;465.0;26.33647661;n
129.0156647;236.5518395;130.8695652;375.8528428;29.51551422;n
121.1009245;231.7926829;111.1219512;630.9268293;25.20486259;n
132.0223684;217.7916667;99.91666667;625.8125;27.81504358;n
114.1875;221.4482759;100.137931;715.5517241;30.46028193;n
112.78125;171.22222219999998;79.22222222;146.77777780000002;15.18730789;w
114.49590159999998;217.173913;96.80434783;667.0434783;21.3200142;n
128.2198795;202.6190476;87.71428571;424.6666667;16.98832466;n
135.904943;222.3939394;98.81818182;635.1515152000002;32.12930144;n
147.92613640000005;200.1818182;95.63636364;420.8181818;21.05011729;n
149.5546875;201.0;94.5;629.5;25.78001891;n
115.20653590000002;251.7291667;120.5;763.1666667000002;15.32693481;n
116.9464832;199.8536585;85.24390244;422.5853659;38.55316099;n
128.125;212.0;93.13888889;470.25;32.36252977;n
140.5546448;247.7826087;129.8695652;503.2608696;25.5299224;n
118.9190283;200.9102564;86.26923077;565.3846154;17.67578195;n
138.6723301;207.7307692;114.9230769;537.2307692;27.57646711;w
124.538206;191.4210526;79.36842105;299.5263158;12.29147397;n
105.421875;250.5;122.25;706.0;13.86486116;n
128.36363640000002;222.972973;120.3648649;365.972973;47.20135443;n
110.9574899;212.7741935;93.61290323;475.9032258;28.23389746;n
112.8823529;194.0;80.0;391.6666667;16.19821664;n
141.286;250.8125;140.59375;395.75;17.47942429;n
135.5765625;243.925;109.925;601.675;37.47369077;n
87.484375;277.0;129.0;965.0;4.656984003;n
134.7354805;212.2941176;96.76470588;555.1260503999998;35.76044471;n
129.17529879999998;204.5;98.75;166.5;7.688262157;n
121.97892720000002;204.8181818;97.18181818;535.5454545;37.22874962;n
138.07442749999998;564.6666667000002;566.7575757999998;790.969697;56.3806426;n
140.29577460000002;184.037037;75.92592593;291.962963;9.052658023;n
134.6040609;206.6;97.76;332.56;15.45802057;n
143.19407890000005;226.6315789;99.52631579;562.6842105000002;20.43569741;n
122.3333333;215.8666667;103.2;559.4666667;23.94122433;n
121.146;191.5638298;108.4680851;437.3085106;19.45046581;w
125.4286511;279.0701754;189.1666667;334.254386;8.140317793;n
109.3016304;216.9565217;98.95652174;600.0869565;16.56139406;n
100.7109375;264.625;140.75;381.75;9.192388155;n
144.015873;196.75;89.625;427.25;13.02341641;n
127.7903872;385.212766;287.1489362;423.4893617;34.228468400000004;n
159.8671875;196.375;87.625;469.0;17.33313301;n
126.02894740000002;181.125;87.875;371.875;17.42558583;n
128.2031963;208.6;96.72727273;454.0727273;21.0979142;n
131.7048561;243.8363636;112.5727273;682.15;9.257067883;n
142.1651786;242.5714286;148.28571430000005;376.14285710000007;25.47828207;n
132.5877301;222.3921569;133.05882350000002;579.2156863;19.83265243;w
130.7885375;175.9375;73.3125;285.375;15.62449999;n
140.6165541;208.0;96.24324324;448.2702703;20.8566361;n
113.8680556;217.7777778;92.44444444;623.7777778;53.86196349;n
143.5246305;210.76923080000003;90.65384615;447.1153846;27.11055603;n
127.70110859999998;340.2505593;212.7561521;274.5615213;12.50329907;n
141.0323559;184.8412698;81.98412698;351.44444439999995;13.68445462;n
121.5656192;221.9117647;94.97058824;465.2941176;21.74482399;n
116.4005236;235.7291667;108.6875;729.9583332999998;33.73484742;n
123.0756303;204.0;88.0;449.0;10.19716736;n
122.0122283;214.8913043;92.84782609;535.2391303999998;31.21233458;n
114.5097087;241.2307692;130.3846154;517.9230769;31.78198664;n
123.9189698;195.01;84.09;365.3;25.91936728;n
129.46953729999998;258.615942;129.9927536;597.5869565;21.27599044;n
122.921371;191.4193548;84.93548387;315.1612903;21.50420427;n
120.7116337;247.3921569;111.3333333;851.3137255;16.89952669;n
135.627566;243.0;117.9767442;642.0465116;54.44584887;n
130.4825688;204.62857140000003;97.54285714;111.5428571;4.246487144;n
124.7524171;201.4615385;89.87362637;494.3956044;24.10281245;n
140.1486486;199.1428571;91.0;491.14285710000007;18.10175321;n
127.3031826;252.397351;118.1523179;653.6754967;18.25216985;n
129.4372247;195.30131;84.1790393;370.2052402;22.07228556;n
126.1369119;264.8076923;141.4615385;544.1538462;20.70985101;n
129.89966869999998;217.5338346;96.86466165;572.5639097999998;44.23593715;n
139.6409524;201.2424242;91.95454545;391.6818182;23.77558069;n
122.8581731;213.1538462;94.76923077;558.1153846;15.85809856;n
126.45;209.7368421;96.31578947;583.1052632;10.19966867;n
137.45817490000002;235.42424240000003;107.3030303;775.4242423999998;34.95808851;n
125.1780105;196.1458333;85.58333333;470.39583330000005;28.15907658;n
129.6706161;219.1132075;101.0754717;507.3207547;53.19050309;n
138.00945019999997;239.5479452;113.3835616;495.0547945;16.83613473;n
143.17600000000004;208.625;92.5;609.0;29.56956839;n
117.6705202;239.5846154;112.3692308;803.4769231;26.72451615;n
128.2622699;182.9512195;75.65853659;285.6341463;23.56062213;n
142.51041669999995;188.3333333;86.83333333;450.0;20.08782799;n
122.5549896;249.6261128;115.235905;734.9614243;10.36556462;n
135.1243358;251.9663866;133.487395;441.06722689999987;22.36496802;n
148.046875;196.75;94.125;481.0;18.38976872;n
125.66450220000002;238.6551724;121.7586207;527.5172414;18.81962696;n
123.8612425;325.3084577;207.8059701;298.0895522;22.05116448;n
127.46443159999998;296.97114;215.5786436;304.5295815;8.742672629;n
116.0437063;212.7777778;95.75;515.6666667;19.1577878;n
125.3637634;227.8814815;104.2296296;643.1407407;28.00982975;n
111.7074074;198.2352941;89.47058824;632.4705882000002;32.16781258;n
104.253125;193.35;85.45;416.05;31.57257512;n
137.0387454;231.5882353;114.86274509999998;462.8137255;29.82282199;n
136.63406940000002;213.575;93.425;475.525;34.00790349;n
142.37582780000002;223.89473680000003;112.7105263;474.6052632;23.82077587;n
118.0663415;260.0923077;150.65384619999998;449.8538462;16.11747737;n
118.0975;251.68;120.48;766.2;31.53426073;n
130.4734918;289.0434783;169.5942029;491.4202899;16.23967204;n
146.3920455;232.5454545;99.27272727;639.6363636;21.96014421;n
130.0873894;225.2982456;104.4736842;712.7719298;27.25158372;n
127.6575107;238.3287671;126.4383562;463.9452055;27.25776129;n
126.7185185;215.4117647;102.8235294;610.0588235;38.79580115;n
135.3375;194.6;85.8;487.6;30.94333531;n
87.3125;219.75;106.5;571.25;21.22940178;n
115.3164894;392.9583333;306.5;461.25;11.28720699;n
121.2720588;233.7352941;122.6176471;391.6764706;35.38796347;n
120.4703947;254.0526316;116.7368421;766.2631579;33.12387561;n
133.3509174;184.2363636;76.34545455;283.2909091;19.75188243;n
125.8164557;244.9;112.5;686.0;47.28453764;n
135.32173909999997;213.76923080000003;96.86153846;555.8923077000002;29.87199516;n
76.515625;326.0;228.0;357.5;17.0788612;n
139.6494465;231.9411765;106.8823529;753.6470588;41.82915491;n
131.1393728;321.2777778;251.2777778;581.0185184999998;56.12939746;n
112.125;209.44;93.4;637.08;31.03943298;n
123.7192586;275.17857139999995;163.62857140000003;462.05;14.97957793;n
139.5643836;227.3478261;103.3695652;602.6086957;33.83782070000001;n
137.6942257;240.2916667;107.3958333;852.1875;32.38566963;n
100.2375;214.6;100.4;603.8;11.625833300000002;n
108.453125;211.5;94.41666667;574.25;28.16568046;n
154.4375;254.0;119.0;737.0;30.96267915;n
136.6301887;171.53731340000004;71.25373134;322.238806;18.31148039;n
124.9905523;195.2093023;84.05813953;399.8488372;31.95470911;n
112.2524138;208.0769231;91.65934066;385.1098901;31.1396386;n
131.2390263;216.3081761;103.8679245;224.8113208;20.76633942;n
100.9375;250.0;120.0;800.0;17.45116643;n
113.203125;251.40625;114.21875;677.5;31.66616639;n
103.1496063;240.6875;117.875;561.8125;20.71900924;n
115.4125;199.4;88.8;364.0;9.152048951;n
143.038206;230.5;106.3157895;724.9210526;24.251338600000004;n
116.0425139;219.1764706;103.7352941;472.3529412;31.62120363;n
111.3105263;403.75;302.5416667;447.33333330000005;15.72595166;n
126.820698;204.6878981;93.27388535;567.3821656;27.60850343;n
133.4945227;222.0;96.65;651.775;34.69351524;n
137.7833787;228.5;106.9130435;514.8043478;31.80214115;n
131.3761755;222.35;102.8;621.75;41.41968131;n
158.678733;208.2857143;94.5;438.0714286000001;8.362025436;n
130.3346008;222.6363636;104.3333333;426.0909091;12.5334447;n
133.444;279.0;169.5;392.0;8.63495802;n
124.335958;235.6666667;115.125;642.125;26.93665409;n
116.5738636;226.7878788;143.9393939;582.0;30.48298085;w
114.8492462;240.24;115.68;888.12;20.58442129;n
132.70860929999998;219.0890688;101.6761134;476.2105263;22.63552869;n
123.8496468;244.8064516;122.5806452;478.3387097;75.16408689;n
136.57720590000002;268.3529412;118.4705882;821.3529412;26.23146899;n
118.1569187;227.6136364;103.6363636;589.3181818;28.51032871;n
115.2515625;194.0;82.125;417.425;21.91915544;n
137.84941519999998;241.83720930000004;112.4418605;677.0697673999998;26.64255716;n
110.82258059999998;195.4193548;85.35483871;418.483871;30.50050749;n
183.28125;209.0;93.0;588.0;14.5;n
115.6436782;239.9;121.9;610.3333332999998;25.95514828;n
107.0808824;228.3529412;110.94117649999998;756.5882353;27.213878;n
132.2993039;203.4074074;90.0;495.4074074;36.94377146;n
139.21851850000002;256.0588235;119.7058824;781.0;33.27436537;n
119.1308901;232.5833333;110.3333333;675.1666667000002;26.56896163;n
136.43333330000002;203.4705882;83.47058824;433.4705882;20.0183307;n
106.3907104;259.13043480000005;119.7826087;842.5217391000001;17.2840169;n
100.3607595;230.2;105.8;821.6;17.05901521;n
133.7529762;179.71428569999995;85.23809524;387.8095238;19.73222097;n
127.8448898;183.826087;78.18322981;198.6055901;10.57964734;n
133.6580247;274.1764706;184.9215686;630.5490196000002;37.92489391;n
125.1119741;240.8659794;116.4123711;639.4948454;41.13869958;n
132.71223020000002;216.2571429;98.54285714;717.1428571;20.9224028;n
117.0631313;183.84;87.16;410.08;20.41826633;n
128.3756303;724.6666667000002;544.2266667;590.4266667;43.19556767;n
119.5429553;195.3090909;87.36363636;519.3454545;21.70737012;n
127.92083329999998;226.4;123.46666670000002;597.4666667;16.83118798;n
123.982684;257.8181818;125.0909091;678.75;23.38431776;n
138.1462715;193.8181818;87.33333333;305.3636364;19.47827897;n
147.8465909;260.6818182;152.7272727;479.5454545;24.99008068;n
115.7506964;221.8666667;103.6;624.0888888999998;17.86984494;n
124.0184758;170.9272727;69.07272727;217.8363636;13.33725287;n
150.312;261.5;147.5;343.0;7.615773106000002;n
131.8852041;193.2040816;84.16326531;289.85714289999993;23.96801284;n
126.2493017;243.1888889;115.9333333;657.7666667000002;20.39729164;n
121.5816555;222.7142857;103.1785714;811.2321429;31.32633025;n
142.8445946;215.9642857;95.07142857;499.7142857;37.08422570000001;n
120.5291262;227.6923077;104.1538462;731.1538462;18.07184871;n
130.63710220000002;202.5376344;91.45698925;418.2258065;30.38061251;n
133.5235602;211.5;90.0;464.1944444;42.04945464;n
145.35;285.7333333;185.4666667;397.0888889;26.04408418;n
143.9444444;231.76923080000003;106.0;583.8076923;24.9750171;n
139.7592025;258.4146341;121.7560976;819.1219512;33.45544952;n
134.2448113;230.4736842;108.6691729;470.8496241;23.32460015;n
133.6666667;218.5;95.5;651.6666667000002;35.4976525;n
125.104021;451.5555556;331.3888889;538.2361111;47.55902562;n
125.8231132;245.6296296;120.25925929999998;768.4444444000002;22.95931871;n
132.5473684;215.25;103.25;662.5;16.59882024;n
138.1827731;243.1;107.3666667;799.8333332999998;24.73694942;n
121.5369565;233.6896552;110.1724138;708.7586207;23.37493602;n
154.85625;222.3;102.3;654.1;21.6988479;n
133.2335244;181.3636364;75.81818182;390.75;12.34683015;n
124.4552752;209.8436364;96.41090909;517.9890909;36.92968239;n
125.5213675;202.9189189;88.21621622;575.3243243;21.08218985;n
126.8678679;218.2380952;102.0;663.5714286;32.20618101;n
127.2057067;302.1458333;197.1666667;394.0833333;19.00135914;n
114.93319840000002;233.1612903;114.7419355;563.1935484;18.86912039;n
99.45833333;245.2222222;117.7777778;788.3333332999998;6.707283677;n
144.44610780000005;229.6666667;112.0;729.4761905;29.93106214;n
140.26996200000002;278.13636360000004;154.7575758;456.8787879;33.79300138;n
131.5201794;192.7142857;75.42857143;393.0;27.04418154;n
126.9343284;194.952381;90.61904762;493.2380952;24.07000373;n
133.7816092;223.3098592;99.11267606;552.056338;30.48748934;n
132.2815075;189.7611111;83.92222222;336.18055560000005;27.00056455;n
133.1493506;186.4137931;77.51724138;281.68965519999995;28.96145292;n
130.5802005;211.12;99.04;405.46;19.3088995;n
123.0179362;225.6725352;106.8169014;579.6408451;30.83529332;n
132.5569519;240.68571430000003;123.1587302;496.4063492;34.60139445;n
122.5180563;226.4599156;109.6202532;599.0210969999998;26.06337618;n
126.3517964;248.2619048;119.952381;602.2619047999998;22.95870294;n
130.2059471;203.7982456;88.63157895;380.8859649;22.95064257;n
134.3015015;210.6;125.67142859999998;436.1904762;21.03409876;w
115.6625;230.4;100.2;614.2;12.73734666;n
124.59375;210.0;94.0;562.5;56.79690915;n
119.1261261;203.4285714;92.14285714;498.14285710000007;27.22094032;n
143.16535430000005;226.25;94.75;611.25;28.90258423;n
128.6205357;237.7857143;98.64285714;610.5;15.84941897;n
123.149729;251.827957;114.4516129;855.7526882000002;16.06009641;n
121.3910926;304.7362637;199.3956044;435.0989011;24.20905808;n
126.1192469;231.5333333;110.9;735.0666667;15.51071314;n
120.2337662;211.7792208;95.45454545;583.4415584;34.53837443;n
157.859375;215.5;91.75;571.75;15.204851199999998;n
133.894198;191.6216216;115.5135135;419.5135135;17.48913886;w
122.9113924;203.0;91.0;517.0;26.06990602;n
136.37110019999997;169.4956522;68.21739129999999;183.4173913;10.31971336;n
133.7398374;207.6129032;127.0;495.9354839;13.00212101;w
128.6953125;197.1875;86.1875;608.4375;20.65755007;n
110.8530864;243.7058824;117.4117647;546.9215686000001;17.23012928;n
117.1145833;235.5;109.0;663.75;19.03560261;n
121.6573913;202.375;90.69444444;558.0277778;30.37171971;n
127.9398907;219.2608696;108.2608696;444.826087;14.84844674;n
124.1211668;204.9285714;88.89285714;435.1547619;25.55032604;n
118.622449;229.5405405;131.027027;485.4594595;21.1998732;w
136.4813885;189.7880795;79.29801325;368.8278146;18.62708016;n
125.8109339;195.5357143;102.6785714;361.3214286000001;15.27014394;w
115.7159091;297.2727273;184.2727273;581.0;32.54393089;n
117.4261364;246.8181818;162.81818180000005;327.8181818;29.014388;n
134.5764706;193.78125;86.21875;401.96875;28.30441041;n
134.195;278.32;183.92;336.52;25.00579133;n
127.52466909999998;204.7142857;95.16190476;495.9714286;26.3342547;n
113.2583643;210.5882353;90.85294118;435.4117647;33.88405071;n
114.2695167;194.0882353;86.79411765;483.0588235;24.35770059;n
115.65222479999998;233.537037;110.0740741;733.2407407000002;23.13713071;n
130.6841808;182.4910714;75.09821429;237.5982143;20.15817553;n
137.2752613;248.5555556;140.0;366.8333333;19.43436247;n
110.0859375;217.0;100.0;470.0;14.57523585;n
120.500886;227.1509434;108.9150943;612.6509434;22.59104439;n
120.7072368;380.9473684;296.4210526;443.9473684;27.75945348;n
131.7122128;213.1730769;99.23076923;635.1538462;25.62597956;n
120.2339572;311.53191489999995;201.6808511;433.3404255;38.81429595;n
138.8335057;189.1147541;88.32786885;341.8852459;16.61874684;n
138.8083378;190.4827586;81.76724138;345.68965519999995;22.14604501;n
124.6788321;308.7428571000001;204.62857140000003;387.4857143;7.588605852000001;n
131.8519225;328.5477387;206.2311558;310.6482412000001;15.86386079;n
117.86857140000002;182.1363636;79.45454545;212.7727273;31.75422143;n
117.7826748;233.4216867;113.6506024;522.4457831;21.37951722;n
137.409375;222.85;100.95;548.15;40.44437538;n
108.6394231;193.3846154;79.23076923;406.3076923;22.60413116;n
133.4284116;190.5714286;87.375;586.0535714;21.82698082;n
117.8829517;249.472973;123.5675676;595.3378378;25.6182751;n
