0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19
216.0;17.0;9;0.0;0.0;0.6666654000000001;0.51639974;1.2777786;1.0201668;126.14815;115.0;141.88889;121.55556;-33.444443;47.22222;-13.777778;141.88889;0.18946369;-2.3484151;2
187.0;75.0;9;0.0;0.0;1.5555559;0.9108403;5.6666665;4.8027763;39.703705;35.77778;48.22222;35.11111;-11.777778;25.555555;-13.777778;48.22222;0.27505925;-2.036435;4
122.0;129.0;9;0.0;0.0;2.2777786;0.86296284;19.833334;11.944499;51.0;46.88889;60.66666800000001;45.444443;-12.333333;29.0;-16.666666;60.66666800000001;0.24809188;-1.9972415;4
236.0;38.0;9;0.11111111;0.0;1.3333334;1.4907119;2.9444447;2.2941144;14.444445000000002;10.111111;22.0;11.222222;-13.0;22.666666;-9.666667;22.0;0.54723245;-2.1930976;5
177.0;129.0;9;0.0;0.0;0.44444433;0.25185192;1.111111;0.29629606;6.4074073;8.0;7.4444447;3.7777777;4.7777777000000015;3.1111112000000003;-7.888889;8.222222;0.5418871;-0.9127656;1
189.0;141.0;9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5
48.0;202.0;9;0.0;0.11111111;3.3888886;1.6250361999999998;4.8333325;4.091997;58.0;52.0;71.0;51.0;-18.0;39.0;-21.0;71.0;0.28451550000000003;-2.0459433;6
102.0;50.0;9;0.0;0.0;1.611112;1.0628405;1.333334;0.8692274;60.851852;53.0;75.77778;53.77778000000001;-23.555555;44.77778;-21.222221;75.77778;0.30477422;-2.1294794;4
147.0;34.0;9;0.0;0.0;4.611111;4.154872;0.7777786;0.7793621000000001;47.592594;41.11111;60.0;41.666668;-19.444445;37.22222;-17.777779000000006;60.0;0.3175422;-2.1228747;4
226.0;84.0;9;0.0;0.0;3.055556;3.9740732;1.7777778000000002;2.6962967;4.5555553;1.5555556;9.0;3.1111112000000003;-9.0;13.333332999999998;-4.3333335;9.0;0.84772927;-2.3057292;3
170.0;88.0;9;0.0;0.0;0.72222203;0.3896814;0.8333333;0.4594679;22.333334;18.222221;29.333334000000004;19.444445;-12.333333;21.0;-8.666667;29.333334000000004;0.3786151;-2.2082899;5
26.0;91.0;9;0.11111111;0.0;2.0;2.177777;2.5555556;2.1629624;19.74074;19.777779;24.555555;14.888889;0.11111111;14.444445000000002;-14.555554999999998;24.555555;0.39415666;-1.5522503;1
94.0;215.0;9;0.0;0.0;3.1111114;5.096295400000002;1.6111113;1.1296293;17.185184;14.333332999999998;14.333332999999998;22.88889;-8.555555;-8.555555;17.11111;22.88889;0.4043918;2.1051967;7
