0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;class
-0.42388;0.44793;-0.44128;-0.33092;-0.4147;-0.53799;0.57977;-0.28157;-0.23995;2.3525;1.1948;1.3608;0.38225;0.70172;-0.1144;0.54372;-0.15711;0.58673;0.38609;0.99422;0.06789500000000001;0.020912;0.013626;-0.30438000000000004;0.1652;0.18967;0.24529;-0.088506;0.11200999999999997;-0.3415;-0.67335;0.70172;0.050869;-0.22559;-0.42105;-0.35232;-0.26391;-0.2565;-0.21761;-0.26431;-0.26099;-0.16374;0.026975;-0.50936;0.050345;-0.29907;-0.48672;-0.43162;-0.50374;-0.31061;0.60223;6
-0.12497;0.06044400000000001;-0.60621;0.06475700000000001;-0.14267;-0.25454;0.22661;0.39943;0.21053;-0.36924;-0.6464300000000001;-0.26728;-0.2041;0.6520199999999999;-0.19774;0.46073;-0.15886;-1.1126;-1.3109;-0.28811;-0.07481;-0.8605799999999999;0.28568000000000005;-0.4775;-0.4741800000000001;-0.63764;-0.79095;-0.11823;-0.19403;-0.44033;-0.54705;0.6520199999999999;0.050869;-0.22559;-0.020493;-0.09507;-0.37511;-0.57201;-0.32975;-0.26431;-0.37446;-0.16374;0.026975;-0.53372;-0.4788;-0.48567;-0.51147;-0.43336;-0.08072599999999999;0.20854;0.017566;4
1.7645;0.8089;2.4455;2.3531;2.0915;-0.8401700000000001;-1.5348;0.12703;-0.63047;-0.23316;1.3536;-0.16701;-0.18209;0.75143;-0.23601;-0.62288;-0.15834;-1.1834;0.5031100000000001;-0.28811;-0.35841;-0.34638;-0.48376;-0.4775;-0.62515;-0.72315;-0.24477;-0.11823;-0.28645;-0.44033;-0.67335;0.75143;0.050869;-0.22559;-0.42105;-0.35232;-0.35816;-0.5484600000000001;-0.31241;-0.26431;-0.35749000000000003;0.17804;0.026975;1.8698;0.99018;2.7105;1.9211;-0.47935;1.6986;-0.43694;-1.5771;6
2.0094;0.83152;-0.61188;2.2738;2.0055;-0.058381;-1.7638;-0.82637;-0.70995;-0.09707;0.5786100000000001;-0.31214000000000003;-0.3041;-2.2807;-0.19377;-1.5079;0.020302;0.58673;0.41921;-0.28811;-0.47803;0.020912;0.34614;-0.065329;0.68965;0.18967;0.096603;-0.079943;-0.1217;1.0421;2.2318;-2.2807;-0.092482;-0.22559;-0.42105;-0.35232;0.92963;0.5421600000000001;0.53497;-0.26431;0.93622;-0.16374;-0.11229;2.4111;0.99018;-0.5454100000000001;2.4793;2.6768;2.2579;-0.4648600000000001;-2.1318;6
0.97122;0.83152;0.25664000000000003;0.17147;-0.0389;1.8601;-0.69248;-0.55397;-0.42617;-0.09707;1.1087;-0.34116;-0.1005;-1.5351;-0.22865;0.040651;-0.08253300000000001;0.58673;0.017787;-0.28811;-0.38086;0.33574;0.78714;0.14076;0.23575;0.3675;0.053565;-0.082307;-0.21534;0.25149;1.7897;-1.5351;-0.092482;0.18591;0.98089;1.0625;-0.011856;-0.1011;-0.089293;0.92027;-0.013916;-0.16374;-0.11229;0.3517;0.99018;-0.5454100000000001;0.38777;0.68862;0.16197;-0.4648600000000001;-0.021052;5
0.16896;0.83152;-0.47653;0.28389000000000003;0.070425;-0.50685;0.13539;-0.28157;0.0059419;-0.64141;-0.7995800000000001;-0.33588;-0.20186;-1.2865;-0.17586;0.69557;-0.15247;0.58673;-0.21243;-0.28811;-0.32085;0.020912;0.016704;0.0033689;-0.12853;0.18967;-0.18755;-0.11288;-0.2097;-0.045005;1.6634;-1.2865;-0.092482;-0.22559;-0.22077;-0.22369;-0.18554;-0.25462;-0.20259;-0.26431;-0.18146;-0.16374;-0.11229;-0.57834;0.99018;-0.5454100000000001;-0.55678;-0.4899;-0.78459;-0.4648600000000001;0.93219;5
0.45211;0.22585;0.45255;0.69216;0.49909;-0.6642100000000001;-0.18499;0.67183;-0.052783;0.1751;-0.63142;-0.027155;-0.16343;0.75143;-0.18676;0.07925900000000001;-0.15634;-0.35732;-0.44509;-0.28811;-0.52145;-1.2034;-0.31458;-0.4775;-0.34055;-0.67511;-0.43773;-0.11823;-0.29309;-0.44033;-0.67335;0.75143;0.12254;-0.22559;-0.020493;-0.09507;-0.20884;-0.27157;-0.17137;-0.26431;-0.21222;0.17804;0.16624;0.24852;0.35835;0.37017;0.25068;0.47727;0.13787;-0.3582;-0.029383;5
-1.0108;-2.0977;-0.89951;-1.009;-0.42153;-0.63143;0.62238;-0.009172;0.33809;-0.64141;-0.215;-0.3095;0.056868;0.75143;-0.041101;-0.74317;-0.15261;0.58673;0.23438;0.6278199999999999;-0.15954000000000002;0.020912;-0.13699;0.0033689;0.054885;0.18967;0.0074206;-0.068317;-0.13348;-0.44033;-0.67335;0.75143;0.12254;-0.22559;-0.42105;-0.35232;-0.0086794;0.8840399999999999;0.060992999999999985;-0.26431;-0.0064930000000000005;-0.16374;0.09661;-0.4241;-1.8366;-0.5159100000000001;-0.41505;-0.31306;0.53109;-0.34169;-0.43042;3
1.1738;0.60698;1.0132;1.016;0.78237;0.7237100000000001;-0.97992;-0.41777;-0.48155;-0.64141;-0.8668899999999999;-0.33325;-0.3819;-0.043873;-0.16525;0.28572;-0.15206;0.58673;1.3219;0.51334;0.93818;0.020912;-0.25242;-0.4775;-0.69858;0.32008000000000003;0.91744;-0.1113;0.07320399999999999;-0.24267;0.21081;-0.043873;-0.092482;0.18591;-0.42105;-0.35232;-0.14635;-0.034233;-0.14825;-0.26431;-0.14647000000000002;0.6907;-0.11229;-0.57834;-0.6187600000000001;-0.070977;-0.55678;-0.4899;-0.51415;-0.4648600000000001;0.65984;1
1.3865;0.83152;-0.23966;1.1608;0.92316;0.76381;-1.121;-0.55397;-0.53969;-0.36924;1.0178;-0.36755;-0.25078;-1.2368;-0.1975;-0.61135;-0.050251;0.58673;1.3585;-0.28811;0.13188;0.9024;0.098894;0.96512;-0.08619500000000001;1.0571;0.5128;-0.061264;-0.1165;-0.44033;1.8528;-1.2368;-0.092482;-0.22559;-0.22077;-0.09507;-0.016093;0.033578;-0.012995;0.92027;-0.011796;-0.16374;-0.11229;0.11261;0.99018;-0.5454100000000001;0.14495;0.38565;-0.081368;-0.4648600000000001;0.224;1
2.0094;0.83152;-0.98411;1.4081;1.1637;1.8601;-1.7638;-0.82637;-0.70995;-0.5053300000000001;0.6139399999999999;-0.37283;-0.29441;-1.9824;-0.14498;-1.7149;2.3673;0.58673;0.41921;-0.28811;-0.47803;1.1228;2.3482;2.0471;2.5225;1.4751;2.3753;0.19966;0.7527699999999999;1.3386;1.6634;-1.9824;-0.092482;-0.22559;-0.020493;-0.09507;2.8369;2.2384;3.1511;-0.26431;2.8439;-0.16374;-0.11229;2.4111;0.99018;-0.44647;2.3188;1.5543;2.0971;0.065192;-2.1318;1
-0.066999;-0.24821;-0.52457;-0.24075;-0.39521;0.032973;0.33921;0.12703;0.02577;-0.5053300000000001;-0.81877;-0.27256;-0.14957;0.15495;-0.07409099999999999;-0.63279;-0.15041;0.58673;0.44932;0.91407;0.17438;0.020912;-0.009266;0.24381;-0.053238;0.18967;0.30005;-0.051609;0.044102;0.053826;-0.23127;0.15495;0.40925;-0.22559;-0.42105;-0.35232;0.033682;0.7258100000000001;0.017063;0.058755;0.030621;-0.16374;0.44478;-0.31512;-0.51464;-0.48247;-0.28946;-0.18018;-0.4401600000000001;-0.4648600000000001;0.58532;5
-0.60137;0.69613;-0.60093;-0.73783;-0.92314;-0.15511;0.88305;-0.28157;-0.26551;-0.23316;-0.10553;-0.2963;-0.1889;0.60231;-0.13126;-0.31323;-0.15106;0.58673;0.27586;-0.28811;0.44882;0.020912;-0.17143;0.0033689;0.049757;0.18967;0.112;-0.065821;0.11983;-0.24267;-0.6102;0.60231;1.341;-0.22559;0.38006;0.67667;-0.075398;0.25679;-0.033804;-0.26431;-0.10299;-0.16374;1.7678;-0.57834;0.89515;-0.51339;-0.55678;-0.4899;-0.78459;0.93882;0.5032300000000001;6
-0.55557;0.42536;-0.5462;-0.43776;-0.52523;-0.63875;0.71763;-0.28157;-0.19665;2.3525;0.99914;1.3608;0.26665;0.75143;-0.17698;0.24363;-0.15748;0.58673;0.075726;-0.28811;-0.24165;-1.3013;-1.0639;-0.4775;-0.52942;-0.91991;-0.8028;-0.11823;-0.27804;-0.44033;-0.67335;0.75143;0.050869;-0.22559;-0.42105;-0.35232;-0.26814;-0.31395;-0.22339;-0.26431;-0.26524000000000003;-0.16374;0.026975;-0.46964;0.33198;-0.25428;-0.44638;-0.35215;-0.4158;-0.2218;0.48652;6
-0.42388;0.44793;-0.44128;-0.29227;-0.37712;-0.62364;0.57977;-0.28157;-0.23995;2.3525;1.2105;1.3608;0.38528;0.75143;-0.12047;0.44901;-0.15680999999999998;0.58673;0.36833;0.99422;0.04424;0.020912;0.0079992;-0.30438000000000004;0.10359000000000003;0.18967;0.22822;-0.088506;0.070271;-0.44033;-0.67335;0.75143;0.050869;-0.22559;-0.42105;-0.35232;-0.25226;-0.23107;-0.2049;-0.26431;-0.24933;-0.16374;0.026975;-0.40873;0.099597;0.022394;-0.38453;-0.27498;-0.41777;-0.32265;0.51931;6
-0.47565;0.43977;-0.5089199999999999;-0.35476;-0.43549;-0.61817;0.62963;-0.28157;-0.22995;2.3525;1.2571;1.3608;0.40542;0.6520199999999999;-0.11562;0.5899399999999999;-0.15723;0.58673;0.38576;0.99422;0.091696;0.020912;0.014203;-0.30438000000000004;0.15347;0.18967;0.24529;-0.088506;0.12721;-0.24267;-0.67335;0.6520199999999999;0.050869;-0.22559;-0.22077;-0.22369;-0.26708000000000004;-0.26309;-0.22339;-0.26431;-0.26524000000000003;-0.16374;0.026975;-0.57834;-0.0031423;-0.3176;-0.55678;-0.4899;-0.56197;-0.30183000000000004;0.65818;6
-0.92621;-0.80865;-0.89854;-0.89461;-0.8267899999999999;-0.40805;0.8960899999999999;0.67183;0.15606;-0.64141;-0.61888;-0.23825;-0.15342999999999998;0.6520199999999999;-0.15632;0.65191;-0.15704;0.58673;0.20895;-0.28811;0.081785;0.020912;0.0060755;0.0033689;-0.096322;0.18967;0.12167;-0.094832;-0.079859;-0.44033;-0.54705;0.6520199999999999;0.19422;-0.22559;-0.42105;-0.35232;-0.24802;-0.086033;-0.21877;-0.048934;-0.26099;1.5451;0.37515;-0.55343;-1.329;-0.5454100000000001;-0.5314800000000001;-0.45834;-0.30286;-0.047101;0.31939;6
-0.85095;-0.81243;-0.49034;-0.91375;-0.7260800000000001;0.12619;0.59753;0.67183;0.14572000000000002;-0.64141;-0.65584;-0.23825;-0.12894;0.75143;-0.15069000000000002;0.63539;-0.15734;0.58673;0.38519;-0.28811;0.079307;0.020912;-0.01119;0.0033689;-0.08756;0.18967;0.23296;-0.094832;-0.11839;-0.44033;-0.67335;0.75143;0.19422;-0.22559;-0.42105;-0.35232;-0.25543000000000005;-0.083207;-0.22686;-0.048934;-0.26842;1.5451;0.37515;-0.43369;-1.2815;-0.51313;-0.45885;-0.36771;-0.22025;0.10114;0.1909;6
