0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;class
-0.94411;-3.4541;2.4814;-0.87328;2.3040000000000003;-0.73882;-1.7638;1.0804;-0.2109;-0.64141;-0.78276;-0.18284;-0.28145;0.75143;0.09943;-0.31082;-0.14883;-1.4902;0.29659;-1.9979;-0.14218;0.75548;-0.15394000000000002;0.48425;-0.45169;-0.71895;0.16545;-0.1511;-0.17968;-0.44033;-0.67335;0.75143;-0.092482;0.18591;-0.42105;-0.35232;-0.049982;0.26997;0.022843;-0.15662;-0.04997;-0.16374;-0.11229;-0.5101399999999999;-2.2359;1.8899;-0.48752;-0.40348;1.6332;-0.4648600000000001;-1.5027;1
-0.37422;0.45575;-0.37639;-0.23233;-0.32113;-0.62888;0.53194;-0.28157;-0.24954;2.3525;1.2635;1.3608;0.38873;0.75143;-0.11754;0.48734;-0.157;0.58673;0.404;0.99422;0.01678;0.020912;0.025457;-0.30438000000000004;0.11029;0.18967;0.2624;-0.088506;0.086066;-0.44033;-0.67335;0.75143;0.050869;-0.22559;-0.42105;-0.35232;-0.25861;-0.25273;-0.21183;-0.26431;-0.25569000000000003;-0.16374;0.026975;-0.36014;0.098365;0.0097521;-0.33517;-0.2134;-0.36264;-0.3185;0.46253;6
-0.17387;-0.025918;-0.5462;0.0077977;-0.18038;-0.31632;0.28435;0.39943;0.2311;-0.36924;-0.65715;-0.26728;-0.19389;0.6520199999999999;-0.19442;0.43081;-0.15885;-0.82935;-1.2261;-0.28811;-0.090595;-0.8605799999999999;0.3294;-0.4775;-0.48569;-0.40676;-0.6846399999999999;-0.11823;-0.20504;-0.44033;-0.54705;0.6520199999999999;-0.092482;-0.22559;-0.020493;-0.09507;-0.37299;-0.55977;-0.33091;-0.26431;-0.37022;-0.16374;-0.11229;-0.53564;-0.48857;-0.45963;-0.51341;-0.43579;-0.11089;0.10807;0.07865;1
-0.47565;0.43977;-0.5089199999999999;-0.35476;-0.43549;-0.61817;0.62963;-0.28157;-0.22995;2.3525;1.2306;1.3608;0.40232;0.6520199999999999;-0.11463;0.57901;-0.1572;0.58673;0.40248;0.99422;0.080881;0.020912;-0.004072;-0.30438000000000004;0.17053;0.18967;0.24628000000000005;-0.088506;0.12391;-0.24267;-0.67335;0.6520199999999999;0.050869;-0.22559;-0.22077;-0.22369;-0.26602;-0.26121;-0.22224;-0.26431;-0.26418;-0.16374;0.026975;-0.55423;0.0048672;-0.25487;-0.5323;-0.45935;-0.53923;-0.30315;0.63568;1
1.2308;0.83152;-0.053546;0.7898;0.56239;1.1749;-0.96032;-0.69017;-0.60354;-0.23316;0.89665;-0.32797;-0.11262;-1.6842;-0.14096;-1.5269;0.41537;0.58673;-0.19036;-1.891;-0.76953;0.38821;0.71558;0.48425;1.2406;0.49853;0.93075;0.032819;0.27927;3.1176;0.14766;-1.6842;-0.092482;0.18591;0.38006;0.16218;0.72629;0.36133;0.8239799999999999;-0.26431;0.72838;-0.16374;-0.11229;2.4111;0.99018;0.314;2.4793;2.6005;2.2579;-0.4648600000000001;-2.1318;1
-0.7731899999999999;-0.82745;-0.58732;-0.74503;-0.93014;-0.25454;0.92816;0.39943;0.40716;-0.36924;-0.67486;-0.26728;-0.14934;0.75143;-0.16267;0.75821;-0.15917;-1.1126;-0.67623;-0.28811;-0.048006;-0.8605799999999999;0.011606;-0.4775;-0.47885;-0.6184;-0.47158;-0.11823;-0.18232;-0.44033;-0.67335;0.75143;-0.020807;-0.22559;-0.020493;-0.09507;-0.39417;-0.5823699999999999;-0.35634;-0.26431;-0.39249;-0.16374;-0.04266;-0.57834;0.072924;-0.5454100000000001;-0.55678;-0.4899;-0.78459;0.34808;0.68376;6
-0.4495;0.44389;-0.47475;-0.32319000000000003;-0.406;-0.6209399999999999;0.60444;-0.28157;-0.235;2.3525;1.2152;1.3608;0.39116;0.70172;-0.11469;0.5933;-0.15724000000000002;0.58673;0.38593;0.99422;0.092192;0.020912;0.013866;-0.30438000000000004;0.18071;0.18967;0.24529;-0.088506;0.13195;-0.3415;-0.67335;0.70172;0.050869;-0.22559;-0.22077;-0.22369;-0.26708000000000004;-0.26309;-0.22339;-0.26431;-0.26524000000000003;-0.16374;0.026975;-0.55423;0.0048672;-0.31944;-0.5323;-0.45935;-0.53923;-0.30315;0.63568;6
1.2308;0.83152;-0.51883;1.2535;1.0133;0.14717;-0.96032;-0.55397;-0.55033;0.1751;1.6098;-0.23825;-0.07626000000000001;-1.4854;-0.1812;0.51388;-0.1372;0.58673;1.7526;-0.28811;0.6703100000000001;0.020912;-0.70047;-0.79808;-0.74037;0.18967;0.168;-0.14942;-0.27863000000000004;-0.3415;2.1055;-1.4854;-0.092482;-0.22559;-0.020493;0.16218;-0.22155;-0.27063000000000004;-0.1679;0.27414;-0.21858;-0.16374;-0.11229;-0.4953;0.99018;-0.48982;-0.51462;-0.43729;-0.74234;-0.32561;0.8470799999999999;1
-0.5861;-0.7028300000000001;-0.82901;-0.60143;-0.33954;0.14717;0.24497;-0.55397;-0.1424;-0.64141;-0.59134;-0.37283;-0.26007;-1.3362;-0.14857;-0.68884;-0.13688;1.5308;-0.0065421;1.8491;-0.35824;1.4901;1.1118;0.96512;1.279;0.9721;0.41102;-0.002363;-0.00049649;0.053826;1.6634;-1.3362;0.050869;-0.22559;-0.42105;-0.35232;0.011442;0.17107999999999998;-0.031491000000000005;0.058755;0.006231800000000001;1.2034;0.026975;-0.26438;-1.0864;-0.5088600000000001;-0.29338000000000003;-0.38612;0.71583;-0.0070418999999999985;-0.71873;3
-0.7715;-3.114;2.2064;-0.66768;2.2374;-0.5869300000000001;-1.7638;0.39943;-0.20828;-0.64141;-0.7648199999999999;-0.25672;-0.2693;0.40349;-0.019037;-0.24321;-0.13906;-1.3958;0.19563;-1.2499;-0.2601;0.75548;-0.20193;0.48425;-0.41515;-0.58673;0.099481;-0.13742;-0.17907;-0.44033;-0.23127;0.40349;-0.092482;-0.22559;-0.42105;-0.35232;-0.085989;0.046763;-0.021086;0.058755;-0.084965;-0.16374;-0.11229;-0.50103;-2.2866;1.9737;-0.47827;-0.39193;1.8383;-0.4648600000000001;-1.7092;2
