GLCM_pan;Mean_Green;Mean_Red;Mean_NIR;SD_pan;class
132.023224;231.4347826;101.1304348;765.0217391;25.32503263;n
135.8468028;265.4859155;125.2605634;885.0211267999998;18.14133851;n
132.74375;227.1;100.35;635.6;30.61372241;n
138.203125;241.5;109.0;557.75;42.29066091;n
124.89349;245.2721893;118.7130178;642.2189348999998;35.45374597;n
134.7278481;245.9;129.0;280.3;18.62927803;n
123.5365206;212.265861;96.08761329;511.9969789;28.60146551;n
137.56660580000002;241.3333333;111.4927536;775.9565217;29.76387506;n
143.5287356;170.36363640000005;78.45454545;400.0;10.83230552;w
123.2083333;238.0;109.0;774.0;24.14309195;n
113.6107955;208.1363636;90.68181818;635.4090909;36.27785336;n
110.9453125;223.75;104.75;595.25;18.81986982;n
136.40625;202.0;89.0;549.0;42.24192426;n
123.7828645;203.3414634;90.3902439;438.5650407;30.53982364;n
129.14516129999998;194.2571429;80.08571429;382.0857143;15.1000473;n
142.5657895;183.4166667;89.76388889;240.2638889;11.2986602;w
99.85416667;189.2222222;89.0;521.6666667;18.29659619;n
132.7053571;214.8571429;99.35714286;581.5;31.91154867;n
125.64858490000002;201.3018868;103.1132075;590.1886792;23.6300097;w
127.4291667;241.6666667;135.2666667;559.2666667000002;25.40341184;n
127.6951934;224.0841122;103.2616822;720.7383177999999;35.56174609;n
137.60928959999998;220.7826087;102.1304348;549.2608696000002;26.43006251;n
124.95516299999998;226.6956522;100.5652174;686.4347826000002;27.871099800000003;n
129.471875;206.0;93.55;570.05;24.91405226;n
123.9375;184.8823529;83.29411765;359.7352941000001;47.13810417;n
120.1156812;307.877551;207.8979592;502.6326531;22.65789616;n
122.6526316;204.3333333;86.5;303.8333333;11.1314744;n
115.9406675;248.254902;116.9738562;618.3006536;19.66329631;n
129.1520522;190.0149254;82.62686567;450.0597015;22.46211632;n
99.15972222;241.2222222;116.7777778;644.2222222;34.62818377;n
137.2228916;216.8269231;124.4423077;458.8461538;28.77054193;w
124.3434936;239.2407407;116.3703704;441.537037;25.26456038;n
129.4940653;192.4651163;82.44186047;242.4651163;13.94763443;n
129.221374;206.8536585;116.8536585;483.6829268;21.8256844;w
131.5508021;185.0;76.16666667;217.0;11.70008235;n
123.0193638;238.3913043;119.4456522;446.5543478;14.42633331;n
132.37894740000002;230.8333333;117.5833333;475.08333330000005;38.96650984;n
126.0198864;186.1818182;79.90909091;359.5909091;16.30165027;n
126.6155351;214.7196262;101.9844237;559.2866044;32.80400044;n
120.28548899999998;190.675;84.8;347.375;33.17981314;n
